sample_id,true_label,target_x,target_y,SCNR_dB,2T2R_det_prob,2T2R_det_pred,2T2R_pred_x,2T2R_pred_y,2T2R_pos_err_m,2T2R_correct_det,2T1R_det_prob,2T1R_det_pred,2T1R_pred_x,2T1R_pred_y,2T1R_pos_err_m,2T1R_correct_det,1T2R_det_prob,1T2R_det_pred,1T2R_pred_x,1T2R_pred_y,1T2R_pos_err_m,1T2R_correct_det,1T1R_det_prob,1T1R_det_pred,1T1R_pred_x,1T1R_pred_y,1T1R_pos_err_m,1T1R_correct_det
53,1,13.933189,81.42103,-37.32115,0.0057920143,0,14.001022,97.917366,16.496477,0,0.9999994,1,2.062458,79.74789,11.988064,1,0.01041477,0,16.526508,91.614075,10.517771,0,0.0015927879,0,5.904785,82.55635,8.108282,0
54,1,1.009749,96.66402,-23.280605,0.0027786975,0,6.054489,112.72966,16.839071,0,1.0,1,-0.23443222,98.17048,1.9538207,1,0.078669645,0,0.7436371,100.193016,3.5390186,0,0.05719138,0,-0.077373505,103.72177,7.14099,0
57,1,20.285608,129.09605,-28.126146,0.001026434,0,13.479385,121.95385,9.865889,0,0.9999933,1,-3.2794647,128.48457,23.573006,1,0.0050075273,0,3.7183952,110.41215,24.9712,0,0.010996227,0,2.9780388,147.89069,25.549759,0
75,1,-4.459399,68.732574,-30.046173,0.0005867391,0,-1.3854904,107.60091,38.989693,0,0.5824914,1,4.7339287,82.89208,16.882208,1,0.00023799989,0,-5.2900887,98.90434,30.1832,0,0.00041096445,0,9.513699,137.84262,70.508484,0
91,1,10.752658,89.52182,-29.388968,0.025154784,0,12.272533,93.37911,4.145929,0,1.0,1,-0.57180405,89.00828,11.336101,1,0.116455495,0,11.39333,84.82711,4.738223,0,0.07619388,0,5.9206696,98.66269,10.339419,0
100,1,0.53412426,35.85551,-32.03653,0.0042825737,0,6.226448,82.29758,46.789616,0,0.99984217,1,0.84153366,42.947487,7.0986357,1,0.0058316197,0,5.746685,68.917435,33.47031,0,0.0010858781,0,5.103073,61.171585,25.725063,0
114,1,-17.568481,95.10003,-36.50168,0.002034728,0,-11.9704895,108.61133,14.625072,0,1.0,1,-0.18353271,95.04628,17.385033,1,0.0038930078,0,-9.33794,91.07884,9.160336,0,0.009417561,0,8.604511,117.951126,34.74476,0
117,1,6.0234118,101.32948,-29.468739,0.0047405045,0,6.439945,101.41929,0.42610466,0,1.0,1,-0.35250473,95.98243,8.321255,1,0.019571932,0,1.37714,94.955765,7.8874664,0,0.0035492142,0,5.6746635,140.06595,38.738037,0
120,1,25.138197,103.63306,-41.11898,0.0031614043,0,15.378353,102.80589,9.794833,0,0.99395907,1,7.297512,110.24538,19.026634,1,0.008815124,0,14.417686,96.06872,13.12054,0,0.0020667748,0,9.5353775,107.87915,16.17026,0
130,1,18.804329,114.24274,-45.232788,0.01174909,0,13.911968,101.516335,13.634387,0,1.0,1,3.584179,110.47571,15.679397,1,0.011333062,0,11.896187,86.2276,28.854294,0,0.01861562,0,6.9689903,101.16594,17.6374,0
131,1,1.041964,140.75504,-38.98957,0.0029839154,0,5.689373,110.90405,30.210587,0,0.9999218,1,7.4844437,132.12904,10.766303,1,0.0047615683,0,0.5379753,93.28,47.47771,0,0.0013101782,0,9.928921,132.04218,12.445559,0
147,1,14.412047,91.94789,-34.945194,0.0023669074,0,14.089767,105.687675,13.743564,0,0.9999988,1,1.4905586,87.1761,13.774427,1,0.005827298,0,15.159054,100.00698,8.0936365,0,0.00027167966,0,11.7249565,119.24083,27.424896,0
159,1,-2.0264213,39.21573,-24.476206,0.003649763,0,-4.163006,79.42142,40.26242,0,1.0,1,0.4844818,50.23784,11.304492,1,0.013210081,0,-3.9251518,50.663563,11.604227,0,0.35909086,0,2.047371,39.47902,4.082292,0
166,1,-5.9454165,135.87267,-20.85596,0.0009205079,0,1.880455,118.366135,19.176102,0,0.99974793,1,-1.7342529,143.47281,8.688848,1,0.002814408,0,0.4273796,101.51657,34.94215,0,0.0025736587,0,1.2477417,119.52309,17.861977,0
170,1,28.012926,122.01188,-59.501553,0.016804144,0,17.865002,102.86265,21.67195,0,1.0,1,13.882099,115.87099,15.407493,1,0.012083183,0,21.632633,85.104416,37.454895,0,0.110497564,0,6.5010986,64.133194,61.747074,0
172,1,18.419634,132.59233,-34.610264,0.11722581,0,13.153667,115.3496,18.028925,0,1.0,1,0.48516083,124.03922,19.8696,1,0.021324687,0,9.108437,99.728386,34.157536,0,0.112299964,0,3.3068047,153.74194,25.994303,0
180,1,17.195076,129.00336,-33.79929,0.108327255,0,14.100407,118.35739,11.086639,0,1.0,1,-2.7339935,121.51134,21.2908,1,0.015775474,0,7.3261375,96.83229,33.650757,0,0.3719427,0,4.055752,161.3692,34.931213,0
184,1,-23.216421,132.69736,-44.043762,0.0022494285,0,-4.980343,102.37823,35.380844,0,0.9999589,1,2.7669296,126.06866,26.81556,1,0.0027270138,0,-9.281235,94.035965,41.096138,0,0.0006506032,0,14.837761,136.3363,38.227776,0
188,1,-10.999182,94.064445,-32.199753,0.003108785,0,-6.952503,109.50023,15.957413,0,0.9999999,1,1.1749802,88.07909,13.565941,1,0.0047770673,0,-2.5141258,87.739044,10.58333,0,0.0016546557,0,4.800495,116.231384,27.221369,0
189,1,-25.239027,126.37331,-45.398247,0.007537982,0,-12.752609,104.60127,25.098448,0,1.0,1,0.021877289,118.38209,26.49477,1,0.0043398323,0,-10.4280815,94.12468,35.487152,0,0.016298288,0,7.75655,132.65015,33.5873,0
191,1,-20.13268,158.42093,-46.54562,0.050046083,0,-12.267586,134.5339,25.148552,0,1.0,1,6.22546,146.81622,28.799665,1,0.0048947334,0,-8.173695,98.21124,61.38586,0,0.002988954,0,14.300297,132.31,43.213547,0
196,1,0.3131371,118.262024,-27.174995,0.006294031,0,4.9974785,104.54213,14.497537,0,1.0,1,-1.092144,108.60861,9.755161,1,0.0062231887,0,-0.9375763,110.330284,8.029743,0,0.038657095,0,-1.3084221,143.15913,24.949862,0
201,1,23.191593,121.16538,-48.592045,0.26171723,0,19.210629,120.27726,4.0788283,0,1.0,1,19.32587,121.21871,3.8660905,1,0.014135646,0,13.472359,89.96032,32.683628,0,0.0155829005,0,12.126495,113.824455,13.278765,0
210,1,-16.872396,85.01689,-35.542496,0.0005756519,0,-12.663151,104.27514,19.712885,0,0.9997986,1,4.377331,83.72173,21.28916,1,0.0014725744,0,-10.5539055,86.409744,6.470191,0,0.00043346948,0,7.5708656,138.26758,58.59274,0
211,1,-10.634292,78.150215,-21.977192,0.0016055737,0,-7.7058754,119.00925,40.963837,0,1.0,1,-0.37867737,80.65119,10.55616,1,0.0009981004,0,-4.303482,100.430756,23.162506,0,0.078043535,0,3.0990982,111.63874,36.19513,0
220,1,-8.846883,98.75066,-36.606056,0.0028622688,0,-4.3727226,106.724144,9.1430025,0,0.9999943,1,2.649166,88.1936,15.608032,1,0.0034316664,0,-5.4939575,90.0101,9.361599,0,0.00093486323,0,8.348026,100.98735,17.33977,0
223,1,-2.9685042,51.05668,-27.874853,0.00041128622,0,-7.2456665,123.82303,72.891945,0,1.0,1,0.5081711,45.593533,6.475588,1,0.00069659104,0,-1.5296898,76.90682,25.890154,0,0.03125013,0,-0.6696968,70.63582,19.71363,0
225,1,21.428843,120.43197,-47.32239,0.010978645,0,14.262707,104.74088,17.250034,0,1.0,1,5.9643555,114.375946,16.608004,1,0.019838456,0,17.036167,88.16123,32.56833,0,0.0039114575,0,7.5381927,123.28383,14.180383,0
230,1,18.628557,94.8353,-46.58767,0.0039839954,0,13.510918,97.85393,5.94158,0,0.99633884,1,12.419128,95.599884,6.256325,1,0.010134697,0,18.890667,83.00411,11.834087,0,0.13463317,0,4.7871323,42.198406,54.426346,0
232,1,-7.848337,147.27492,-42.611053,0.0038541094,0,1.9441261,115.811966,32.951626,0,0.9995523,1,4.519047,144.64078,12.644796,1,0.0054720137,0,-2.6853905,92.48973,55.027927,0,0.00075281534,0,12.392773,141.75519,20.980227,0
258,1,-4.5506296,138.16788,-31.854563,0.00056954403,0,1.2480965,112.64748,26.170902,0,0.99999726,1,-1.9252319,134.01245,4.9153104,1,0.00052448036,0,-0.91111374,96.10667,42.21838,0,0.0009584005,0,11.127396,155.73499,23.54578,0
263,1,-29.310669,142.02637,-35.65451,0.0020598688,0,-12.897053,117.97023,29.122234,0,1.0,1,-3.5460815,133.17642,27.242165,1,0.0027636716,0,-12.532333,101.059616,44.269485,0,0.0028267885,0,12.111607,146.22495,41.634518,0
269,1,-2.119315,113.9035,-16.851168,0.0024884783,0,2.896656,99.95208,14.825727,0,0.9978294,1,-7.2683144,106.99092,8.619513,1,0.044218697,0,2.4518433,103.47525,11.386129,0,0.058561012,0,1.3649788,108.765724,6.207824,0
271,1,-12.961796,122.27332,-39.83644,0.003857435,0,-6.5228615,96.16592,26.889711,0,0.99999976,1,1.4161339,110.6328,18.49937,1,0.0044648135,0,-8.185154,93.42845,29.237696,0,0.0013229928,0,5.04319,132.78119,20.846937,0
289,1,-22.817966,121.70885,-29.208168,0.0013975604,0,-8.392368,107.62508,20.160618,0,0.7475027,1,1.9766197,108.64293,28.026588,1,0.0011607906,0,-4.9199867,94.90676,32.228706,0,0.0064812903,0,2.987606,114.68054,26.745554,0
296,1,-5.9144263,79.81945,-32.26825,0.0018902456,0,-5.3589516,111.762886,31.948265,0,1.0,1,0.09644699,77.19609,6.5584,1,0.0028986216,0,-2.1733818,87.30025,8.364074,0,0.0018933158,0,12.601898,133.12779,56.432556,0
300,1,-15.754218,85.79938,-27.337702,0.0032713152,0,-12.933952,113.949974,28.29152,0,1.0,1,-0.7332611,90.99603,15.894476,1,0.0020160347,0,-9.40757,93.85506,10.255433,0,0.26802868,0,3.7667503,110.41971,31.4202,0
301,1,-5.306934,82.19676,-33.09403,0.004227772,0,-3.0621567,97.93692,15.899422,0,0.9999999,1,0.29486847,76.22315,8.189274,1,0.00325403,0,-4.096184,88.6033,6.519944,0,0.0031289642,0,6.4385185,135.03229,54.1253,0
305,1,-26.260998,120.37443,-42.788235,0.005805652,0,-18.091232,103.04977,19.154346,0,1.0,1,2.5142555,111.88825,30.000507,1,0.003381552,0,-10.783169,93.61659,30.91189,0,0.0050126286,0,7.5466614,120.65973,33.80886,0
306,1,11.800986,108.16114,-41.98964,0.005352529,0,8.237686,105.52393,4.4330544,0,0.9999999,1,3.4536476,102.049095,10.345779,1,0.0075657866,0,5.7471237,87.093994,21.919716,0,0.001344745,0,7.105919,110.766,5.3692594,0
309,1,31.690006,122.214615,-64.992,0.027551701,0,23.34013,104.322395,19.744669,0,1.0,1,18.400051,119.571556,13.550228,1,0.013416882,0,26.354374,85.86813,36.736027,0,0.13606043,0,11.636894,70.172,55.772408,0
320,1,8.96091,72.71998,-37.05365,0.012869998,0,12.657349,101.779236,29.293413,0,0.9999999,1,0.5157089,74.40869,8.612385,1,0.009058499,0,13.253437,82.44712,10.632172,0,0.21433046,0,2.5305328,44.613632,28.832558,0
323,1,38.772785,150.89043,-55.808754,0.017658884,0,19.563236,111.10494,44.180218,0,0.99998486,1,26.597591,149.52353,12.251683,1,0.014267864,0,21.453114,88.804726,64.45623,0,0.03450733,0,12.10458,80.1747,75.57716,0
327,1,7.2339115,62.217144,-34.697227,0.0036680538,0,16.418629,102.541084,41.35673,0,0.9999964,1,0.75406647,69.510956,9.756438,1,0.0034616252,0,18.57462,91.013535,30.94905,0,0.0010887842,0,14.144024,73.26172,13.028134,0
329,1,20.160166,93.293976,-34.799385,0.0088405665,0,14.087193,99.62305,8.771439,0,0.99983,1,4.493561,88.15646,16.487467,1,0.23918056,0,11.427422,87.671646,10.386116,0,0.0018236527,0,5.4580994,142.99571,51.830624,0
340,1,-23.899418,98.67545,-30.664318,0.0002790579,0,-14.676964,108.13051,13.208017,0,0.99999976,1,0.90958023,93.41247,25.361101,1,0.00029734717,0,-11.372852,91.173874,14.600977,0,0.001789166,0,2.9707947,137.09778,46.885853,0
341,1,-1.0546073,73.94017,-21.725512,0.0217767,0,-1.3100662,98.05376,24.114939,0,1.0,1,-0.560997,72.83172,1.2133905,1,0.03525585,0,-1.1043015,85.99504,12.054973,0,0.18148386,0,5.7481613,108.44511,35.16914,0
342,1,-2.6595988,97.43967,-26.265614,0.00434969,0,1.011589,111.17331,14.215856,0,1.0,1,-1.2974243,98.63039,1.8092353,1,0.006015134,0,0.02192688,95.492676,3.3138125,0,0.031537246,0,3.2512856,125.97815,29.144186,0
354,1,-23.027746,128.05911,-31.904114,0.015060727,0,-15.604118,117.11361,13.225516,0,1.0,1,-2.3925743,118.13138,22.899132,1,0.010899573,0,-6.165325,93.448364,38.499935,0,0.16863038,0,4.7046356,149.73091,35.195908,0
358,1,-1.647225,116.78186,-37.205254,0.013853657,0,3.8992271,105.65666,12.431137,0,1.0,1,0.76011276,112.83793,4.620592,1,0.011589684,0,0.21357727,89.90074,26.945448,0,0.010150807,0,5.328602,140.47913,24.702684,0
359,1,-8.438287,59.178062,-26.540665,0.0004118316,0,-9.126701,106.84028,47.667187,0,0.99999976,1,0.7164612,48.28122,14.232027,1,0.0010600414,0,-6.354229,73.08986,14.067032,0,0.006216023,0,1.9492149,104.721085,46.7126,0
367,1,2.0775373,101.56998,-27.013884,0.002910459,0,10.42646,109.33789,11.403728,0,0.999998,1,-0.7451706,104.36459,3.972098,1,0.0013447796,0,3.4021072,101.06931,1.416033,0,0.012947868,0,1.7882118,140.88304,39.31413,0
388,1,19.865866,100.73342,-49.133865,0.0035468978,0,12.049866,99.281815,7.949655,0,0.9875288,1,10.191452,88.79524,15.366014,1,0.008385574,0,18.171902,81.71905,19.089682,0,0.1784802,0,3.639122,41.828285,61.09928,0
397,1,17.649567,89.0856,-32.223682,0.018389082,0,12.717426,85.36308,6.179252,0,1.0,1,0.39012527,86.074234,17.520178,1,0.023798443,0,15.753826,92.930084,4.286476,0,0.006928552,0,6.8060913,127.53434,39.948547,0
406,1,16.51952,113.18985,-23.763872,0.0017978144,0,11.8121605,106.65398,8.054618,0,0.99999964,1,0.66023636,103.388855,18.6434,1,0.0024889545,0,3.5117836,112.63341,13.019632,0,0.058112465,0,2.106491,130.93506,22.861053,0
408,1,8.962803,90.370224,-36.389538,0.0062136967,0,8.347176,101.271,10.91815,0,1.0,1,0.3839569,89.51238,8.621629,1,0.009019116,0,9.083252,83.85632,6.515014,0,0.001644372,0,6.9431305,96.38197,6.3419404,0
411,1,-13.348014,68.12222,-33.50076,0.0007706522,0,-14.639256,101.374374,33.277214,0,1.0,1,0.36933136,74.35246,15.065904,1,0.0005208426,0,-9.958622,79.04201,11.433708,0,0.007929587,0,6.915024,55.967384,23.629025,0
412,1,4.5129294,48.39078,-37.36914,0.030382907,0,7.0675964,68.58652,20.356672,0,1.0,1,0.74243927,52.210842,5.3674445,1,0.0059683854,0,11.611065,73.989655,26.564749,0,0.0009912933,0,7.778496,71.54013,23.378544,0
415,1,-12.445755,119.00693,-29.715199,0.009088677,0,-6.956745,105.38572,14.68559,0,1.0,1,-1.5212402,112.1628,12.8913555,1,0.009200093,0,-3.2981758,91.66733,28.82936,0,0.00764595,0,-0.046951294,145.56192,29.306961,0
420,1,-2.6545737,103.01498,-33.060772,0.0029878132,0,3.7597961,109.24025,8.938578,0,0.8697318,1,2.9100418,99.40597,6.6324873,1,0.0059976233,0,-0.09109497,88.690865,14.551687,0,0.001441157,0,4.116169,126.81912,24.748339,0
424,1,0.14482883,104.38272,-27.732847,0.0018249829,0,5.5828476,122.004585,18.441858,0,0.99998915,1,-1.8867035,117.905,13.674031,1,0.010403163,0,0.013580322,104.38714,0.13132282,0,0.022621423,0,1.0362167,142.35852,37.98626,0
435,1,-14.767138,82.75015,-34.473198,0.002876047,0,-10.695545,95.690254,13.565548,0,0.9999956,1,2.233673,77.41797,17.8174,1,0.0013176423,0,-9.961994,84.34187,5.0619144,0,0.003305528,0,6.5222855,90.88229,22.789719,0
450,1,10.644835,94.08595,-38.385532,0.007439593,0,12.305313,101.47278,7.5711546,0,0.9999975,1,3.0127678,91.06181,8.209377,1,0.005830213,0,9.7631645,88.64648,5.5104666,0,0.00019003915,0,10.229614,117.57572,23.493439,0
452,1,-10.146678,108.87723,-34.234634,0.0052778153,0,-10.433155,110.44615,1.5948641,0,1.0,1,0.7369919,98.408875,15.101016,1,0.0053856424,0,-3.677082,89.24348,20.6722,0,0.002687841,0,2.8852997,114.82735,14.326073,0
455,1,12.292288,118.27159,-30.580133,0.0061281985,0,13.228127,110.991455,7.3400393,0,1.0,1,0.35774612,108.46188,15.448743,1,0.016366867,0,4.5364723,95.51275,24.044075,0,0.01919948,0,2.1368828,135.45291,19.958206,0
457,1,12.740071,76.06855,-34.39917,0.0023409775,0,12.0337105,104.43081,28.371054,0,0.99999285,1,1.3213158,79.910065,12.047623,1,0.0012875778,0,17.780857,97.893776,22.399776,0,0.00013495004,0,18.665722,134.91397,59.14302,0
461,1,5.540462,155.38512,-20.6246,0.045865346,0,7.50272,145.73161,9.850918,0,0.81330585,1,2.368023,151.70697,4.857276,1,0.0074213543,0,1.2415504,117.395546,38.23203,0,0.018465415,0,2.0987244,150.08746,6.317491,0
465,1,4.5196085,86.69192,-35.578705,0.0061747776,0,6.671749,102.82965,16.280607,0,1.0,1,0.7447319,84.56006,4.335264,1,0.004741832,0,5.409374,88.3686,1.8981422,0,0.0016071283,0,7.789734,114.263405,27.764736,0
471,1,7.560465,53.419857,-41.147392,0.0025929145,0,15.721767,96.95522,44.293736,0,0.9540168,1,2.9466438,46.863327,8.017196,1,0.003928574,0,14.606064,81.397995,28.851631,0,0.0023642618,0,10.916985,60.273384,7.631321,0
484,1,2.5883443,86.44401,-32.28697,0.0017560975,0,3.7414856,107.0276,20.615871,0,1.0,1,0.55073166,81.11554,5.7047734,1,0.004160347,0,2.8955574,93.012314,6.5754867,0,0.00031979542,0,8.139545,122.13811,36.123184,0
493,1,-8.38902,130.79167,-26.980335,0.0015378073,0,0.53826904,117.2527,16.217281,0,0.9405172,1,3.1632042,126.433334,12.347024,1,0.0018398646,0,0.20540619,100.8109,31.188314,0,0.015749227,0,3.1842613,134.051,12.0234785,0
500,1,-9.130213,81.12588,-30.156012,0.0017370468,0,-7.7263565,107.934044,26.8449,0,1.0,1,-0.25397873,80.097916,8.93556,1,0.0026053404,0,-4.4774094,93.409164,13.13498,0,0.002866593,0,6.184147,137.18916,58.11731,0
512,1,-7.0963783,95.17971,-25.094652,0.0008515469,0,-6.969364,131.06169,35.882206,0,0.88081765,1,1.3579102,107.918434,15.288887,1,0.0022930827,0,-1.5375061,113.37719,19.027594,0,0.0012424771,0,-0.16569138,145.7946,51.087196,0
520,1,-10.688394,167.02742,-35.24239,0.0026012769,0,-4.79274,127.28695,40.175415,0,0.9999993,1,5.3374863,162.95033,16.536367,1,0.0012190643,0,-3.5548668,103.451225,63.97515,0,0.00022553779,0,19.062641,149.18427,34.69153,0
526,1,4.3010035,49.26025,-36.355385,0.0032703576,0,8.554123,84.29802,35.29496,0,0.9979673,1,1.5827026,42.18961,7.5751643,1,0.0062828693,0,13.121914,71.23967,23.683397,0,0.00028868072,0,15.462997,81.65102,34.260063,0
527,1,-1.2779533,32.130943,-25.962614,0.0016218903,0,-5.020138,67.2219,35.289932,0,0.572595,1,-1.6386986,50.26129,18.133936,1,0.00032535798,0,-5.181404,54.469994,22.677525,0,0.00046372344,0,-0.08073425,92.681046,60.56194,0
537,1,-8.612224,135.77524,-30.928263,0.002143905,0,-7.5979614,122.584724,13.229451,0,0.9999999,1,4.0209885,130.56567,13.665197,1,0.0024770824,0,-3.7528114,97.55378,38.52913,0,0.011479014,0,2.803543,145.60612,15.0653925,0
542,1,1.0642364,111.791176,-35.409554,0.008595492,0,4.649441,104.90586,7.762812,0,1.0,1,2.03862,104.91181,6.9480267,1,0.008629096,0,3.8541985,88.84604,23.114134,0,0.008904319,0,6.1128654,126.88491,15.915699,0
543,1,0.083524846,88.48521,-34.917164,0.0036506634,0,3.4925385,103.4638,15.361627,0,1.0,1,-0.13589096,88.85766,0.43227726,1,0.0071910643,0,0.7253494,90.37267,1.9936069,0,0.006826754,0,5.409733,106.32884,18.621595,0
546,1,20.906172,104.12159,-27.732948,0.015672276,0,18.083546,98.33935,6.434403,0,1.0,1,1.1247292,100.5344,20.104065,1,0.023426244,0,9.052425,96.73766,13.9654455,0,0.016503679,0,2.9511337,115.125175,21.058544,0
548,1,22.881737,129.2924,-40.61272,0.011858421,0,14.596199,104.56188,26.081581,0,0.99999976,1,10.7673645,129.77959,12.124165,1,0.015190804,0,12.663898,94.722786,36.04806,0,0.003705179,0,6.0603333,137.29636,18.62855,0
555,1,27.934153,146.37018,-44.081684,0.0025686265,0,14.361969,117.33121,32.05411,0,0.9999571,1,11.722656,145.54274,16.2326,1,0.0042931098,0,8.05117,94.485115,55.564312,0,0.0006994215,0,13.713535,142.15475,14.832253,0
558,1,-0.8566112,110.23774,-37.653492,0.003173093,0,4.0447655,98.766525,12.474464,0,1.0,1,0.48698044,102.71001,7.6466985,1,0.005188212,0,1.0076714,86.773125,23.538557,0,0.018233145,0,3.772602,126.82971,17.225655,0
562,1,-16.96226,100.931274,-38.933853,0.0018878038,0,-9.283455,102.23771,7.789147,0,0.99997807,1,3.7570686,88.89603,23.961172,1,0.0024309184,0,-5.595867,82.323166,21.804966,0,0.0030291192,0,6.9946594,96.139336,24.431467,0
564,1,10.38088,78.9636,-38.416252,0.0035916616,0,11.905849,100.43912,21.529593,0,0.9999989,1,2.4136734,82.4629,8.701809,1,0.010946627,0,14.785778,84.608154,7.1598964,0,0.031000242,0,3.7058945,60.725777,19.42096,0
567,1,1.0220158,47.639328,-29.96261,0.006736836,0,3.8629074,90.53632,42.990963,0,1.0,1,0.66352844,64.26479,16.62933,1,0.016766928,0,4.604267,72.26903,24.888845,0,0.18647395,0,2.8232002,39.53302,8.304005,0
572,1,-11.838951,138.10245,-30.256538,0.12396517,0,-1.001255,130.88889,13.018876,0,1.0,1,-4.878277,124.90071,14.924371,1,0.008750333,0,-1.0418739,100.87161,38.76483,0,0.019867217,0,3.080864,144.54501,16.251387,0
586,1,5.407011,136.14209,-39.20063,0.009843989,0,8.395206,110.25199,26.061974,0,1.0,1,-0.9343796,121.570175,15.891945,1,0.012895194,0,2.068306,97.40515,38.880554,0,0.0075341943,0,5.5243683,141.26874,5.127991,0
587,1,-14.626423,101.66631,-38.446728,0.002605343,0,-8.32608,103.10277,6.4620214,0,0.9999981,1,2.8459053,95.95927,18.380768,1,0.003004143,0,-6.9799576,88.83029,14.940947,0,0.0030839706,0,6.355171,118.531334,26.91944,0
599,1,-3.4258912,120.31307,-34.91494,0.0055601588,0,-0.5392456,114.6012,6.3998632,0,0.99876475,1,-0.34396362,117.595825,4.108736,1,0.004342951,0,0.95554733,89.92705,30.700285,0,0.0006860357,0,9.373501,146.80508,29.42195,0
604,1,-14.787221,81.65863,-34.7661,0.0017465791,0,-7.8694,95.39313,15.378318,0,0.9999906,1,1.5799141,80.63772,16.398943,1,0.0009574495,0,-9.253876,87.51271,8.055319,0,0.00029934084,0,10.403603,112.79399,40.049824,0
614,1,11.85238,93.2315,-31.27259,0.0074755694,0,10.872299,100.84882,7.680117,0,1.0,1,-0.43395615,91.66178,12.386205,1,0.3700815,0,9.539593,91.90076,2.668306,0,0.0069179693,0,6.5805855,119.23011,26.527714,0
615,1,15.733437,129.83289,-46.676743,0.22366196,0,11.13316,127.90458,4.988077,0,1.0,1,12.303982,128.02715,3.8758042,1,0.005563392,0,4.7856865,89.53325,41.760197,0,0.0016039984,0,8.635563,125.14946,8.50378,0
630,1,25.357843,165.28127,-52.51673,0.003453612,0,10.443127,113.27324,54.104374,0,0.999933,1,19.170452,156.99614,10.340557,1,0.005386869,0,5.922348,93.56945,74.298874,0,0.0024984372,0,15.133694,119.52487,46.884758,0
631,1,1.2194794,38.50721,-30.893541,0.04797291,0,5.9527206,61.826324,23.794636,0,0.999997,1,0.59194183,45.31672,6.8383636,1,0.0047713215,0,9.356422,87.40282,49.568035,0,0.00014564603,0,12.17408,103.59853,66.0067,0
635,1,10.550295,140.12025,-23.725191,0.0010014009,0,8.419804,123.24071,17.013468,0,0.99999917,1,-2.687214,143.5057,13.663562,1,0.0079636,0,4.3562737,125.34761,16.018642,0,0.03264689,0,0.3868866,157.36292,20.0151,0
643,1,19.743038,124.16934,-36.08767,0.17914529,0,17.935368,107.8766,16.392714,0,1.0,1,4.3033714,115.92921,17.500946,1,0.06423543,0,13.508732,100.19355,24.773073,0,0.091844246,0,3.228798,125.180046,16.54514,0
